-6.569409922404886304e-01,-8.947602439571566979e-01,1.000000000000000000e+00
-1.550911694654499184e+00,1.447805028914589842e+00,0.000000000000000000e+00
-1.161135048488445287e+00,-1.181623190881973207e+00,1.000000000000000000e+00
-2.554359682062637971e-01,6.801826761698070989e-01,0.000000000000000000e+00
-1.639659892044044831e+00,2.481656656992060395e+00,0.000000000000000000e+00
-1.024804049356579982e+00,-1.362310609831220543e+00,1.000000000000000000e+00
-1.912002607141110921e+00,1.217018034349649280e+00,0.000000000000000000e+00
-4.768300956982675087e-01,-1.328936633157807190e+00,1.000000000000000000e+00
2.931440519636756559e-01,-1.886361383421325089e+00,1.000000000000000000e+00
-1.815539096416288745e+00,2.073160652292433515e+00,0.000000000000000000e+00
-2.120822748304370897e+00,5.339604588664745854e-01,1.000000000000000000e+00
-2.982455038308493567e-01,-2.060055197129031512e+00,1.000000000000000000e+00
-1.145502467724561546e+00,-1.171914721589798036e+00,1.000000000000000000e+00
-2.114703771795472420e+00,1.978590675452628345e+00,0.000000000000000000e+00
-1.764542357460369804e+00,-4.458292875436113967e-01,1.000000000000000000e+00
-7.160812764816537612e-01,-9.915817183911042054e-01,1.000000000000000000e+00
2.768720603013019588e-01,-2.328764969108825245e-01,0.000000000000000000e+00
-1.691585669909646761e+00,-4.208822067078670237e-01,1.000000000000000000e+00
-1.484600348403693371e+00,9.786531405026542840e-01,0.000000000000000000e+00
-1.754318311301794608e+00,-1.634573238371241910e-01,1.000000000000000000e+00
-1.469309968715664327e+00,-6.005428570057873561e-01,1.000000000000000000e+00
-2.473654836530059242e-04,-1.777617554367828534e+00,1.000000000000000000e+00
-1.374140659659009556e+00,-4.432093534820285008e-01,1.000000000000000000e+00
-1.678723885393449855e+00,-1.574012051145942115e-01,1.000000000000000000e+00
-8.692255264783287361e-01,-7.600101189745323005e-01,1.000000000000000000e+00
-1.769816483477517188e+00,2.571715172649104986e+00,0.000000000000000000e+00
-6.166166402085087039e-01,-1.471815020553338460e+00,1.000000000000000000e+00
-2.561940675772074183e+00,2.442065788288955375e+00,0.000000000000000000e+00
-1.394764149179442247e+00,8.456837645240322665e-01,0.000000000000000000e+00
-1.900627702441305855e+00,2.354552728454817778e+00,0.000000000000000000e+00
-1.226261729007133372e+00,2.293605887343047378e+00,0.000000000000000000e+00
-1.438014984444561772e+00,7.320916213009197593e-01,0.000000000000000000e+00
-8.546093584533731580e-01,-3.308850464548815928e-01,0.000000000000000000e+00
-1.647416280452984383e+00,-6.936789289817759663e-01,1.000000000000000000e+00
-2.156870309596238933e+00,2.082999407394879654e+00,0.000000000000000000e+00
-1.060212658697084809e+00,-6.474407751666119148e-01,1.000000000000000000e+00
-1.243632697737669490e+00,-5.862210235487116394e-01,1.000000000000000000e+00
-1.785437833750626702e+00,-2.281942413280291237e-02,1.000000000000000000e+00
8.200908939288031885e-01,-2.937802056990611810e+00,1.000000000000000000e+00
-1.360216576033566049e-01,-1.498504978196386173e+00,1.000000000000000000e+00
-7.757895051098051553e-02,-1.335449771590283330e+00,1.000000000000000000e+00
-2.149671344232333858e+00,1.054647243080413244e-01,1.000000000000000000e+00
-3.110612523665121643e+00,2.722484115390008785e+00,0.000000000000000000e+00
-2.296485516713771435e+00,1.262438765024422871e-01,1.000000000000000000e+00
-5.821866766247767444e-01,-1.433855297086108038e+00,1.000000000000000000e+00
-7.059324959889963225e-01,5.756078363693466482e-01,0.000000000000000000e+00
-1.302066726463714463e+00,1.284126595636690737e+00,0.000000000000000000e+00
-5.768003504087126920e-01,7.549500695164816921e-01,0.000000000000000000e+00
-1.442830711677298483e+00,-4.113509797770144027e-01,1.000000000000000000e+00
-1.424744618634269377e+00,-4.317281928863732077e-01,1.000000000000000000e+00
-1.124402434457010269e-01,-3.868791909015971697e-01,0.000000000000000000e+00
-2.519718250705285101e+00,9.622560942607991663e-01,1.000000000000000000e+00
-3.061105646045935158e-01,3.100036509293560005e-01,0.000000000000000000e+00
6.348560296472169906e-01,-2.479404372020985736e-01,0.000000000000000000e+00
-5.937389236713299656e-01,-1.203473728793065245e+00,1.000000000000000000e+00
-6.688996397963451468e-01,-1.758055197332807795e+00,1.000000000000000000e+00
3.538113815150492059e-01,-2.363267503783585965e-01,0.000000000000000000e+00
-3.227474326950501293e-01,-1.751095722370066277e+00,1.000000000000000000e+00
-6.416276277055208421e-01,9.567617047845065059e-01,0.000000000000000000e+00
