-5.648822227853889100e-01,-7.539679379205768583e+00
2.002161558271477571e+00,7.718805640461883399e+01
1.196204416276581917e+00,4.638601673600946640e+01
9.856434018346368342e-01,4.340885833337728883e+01
9.085751111531283897e-01,6.458018103526023879e+01
5.799518291439249573e-01,2.116507766562017423e+01
-7.311789559714916287e-01,-4.113357149986952521e+01
4.359359429402572261e-01,1.251573267604970852e+01
-3.519272192600207960e-01,-1.196023997823894547e+01
-5.660396627256348845e-01,-4.411855464592565568e+01
8.339077888101574798e-01,3.047016122868889454e+01
1.264325389679943068e-01,-3.419134596887720079e+01
1.151176993551585204e+00,7.072203689868085519e+01
-6.749416399549503787e-01,-4.016216879555726393e+01
-9.941120610291884208e-02,5.005819152579683795e+00
4.961973126476985074e-01,3.013877295629914599e+01
4.683720225320186364e-02,-2.995842501542915315e+00
4.313561734529254843e-01,1.952152626134932234e+01
-5.373485439672838482e-02,-1.226158016257982908e+01
-2.500670502431452391e-01,-6.733369326779078179e+00
3.047956769772098076e-02,6.466240056585699669e+00
5.090165963944153216e-01,2.934426456194641375e+01
-9.653693138667677198e-01,-6.249405308593064490e+01
6.046963514494668734e-01,3.413026888932425607e+01
-6.696934877453594170e-01,-2.977499201431493248e+01
-1.243387204479138725e-01,1.936525841615167387e+00
3.258379330880117219e+00,1.622169903250884317e+02
-5.227638815915355286e-01,-1.213169982218821730e+01
3.586644272647992460e-01,-1.639920894815773522e+00
-2.580611346700580344e-01,2.030049679205400537e+01
1.490622122573480146e+00,4.189301609531740667e+01
7.980807635854546556e-01,3.354492533134175147e+01
2.621387840600996055e-01,3.666162328587851960e+01
-1.022331129727895860e+00,-7.757287504065121198e+01
1.339661879098322517e-01,3.129600369341393318e+01
4.758450009199580166e-01,1.631546822641853112e+01
-3.909834304635899094e-01,-8.126190974509619025e+00
1.269045405439971796e+00,4.417460527870287734e+01
1.461385529663479232e+00,5.904013798277367897e+01
-1.753245682773463821e-01,4.628862912169070754e+00
-1.048887845598761803e+00,-3.601158842657063985e+01
-1.093687392180262119e+00,-6.948709035399151901e+01
-2.110555038854973198e+00,-8.819340738914287670e+01
1.338177242910900011e+00,8.210494406273613777e+01
-1.700107953890457768e+00,-9.809082985178312697e+01
-1.150489037216530397e+00,-4.888168149423753306e+01
-1.165774663592594074e+00,-5.691008830265647589e+01
9.242636855568449328e-02,2.510396183288112582e+01
-2.050699115191255417e-01,-1.951847351860226354e+01
-1.463968505452315050e+00,-1.077069452139688082e+02
-2.018532807212669589e-01,4.200898395928097884e+00
3.831802057435225173e-01,1.950781043276888127e+01
-7.564300077042120929e-01,-3.439407653625313088e+01
-8.131589812600831246e-01,-5.128254330508642767e+01
-9.829840801676695827e-01,-2.322249763335813810e+01
-5.893923331541640886e-02,1.431509506929056208e-01
5.765175263652543292e-01,5.079723740099402107e+01
3.343086414884871016e-01,4.273312583851240731e+01
-7.541416483551133254e-01,-3.401475456348954651e+01
-1.394842257543043917e+00,-6.555567423204648492e+01
8.737712531977203101e-01,2.905740231415949637e+01
7.160873727479928341e-01,2.050267333364157452e+01
-2.066056566225689561e+00,-1.083790560138172481e+02
2.383792091913767841e+00,1.168491839641186232e+02
-1.438903204403520764e-01,2.635473596522382778e+00
-1.719946654979372658e-01,-2.197364242797671352e+01
1.572923294209783052e+00,6.768150674568761360e+01
9.462742403926530654e-01,5.634257226995428880e+01
-5.453647299449611019e-01,-2.403964061043162914e+01
3.002544242598625401e-01,1.328038105259278012e+01
-1.890002595493177395e+00,-9.468934383106623898e+01
7.650228110043775231e-01,1.238106690188424608e+01
-1.348412274819860590e+00,-6.206345421759348113e+01
2.788092644234302919e-01,3.703832643576814831e+01
-1.954287937485479215e-02,1.069772118085100532e-01
2.456251308496328001e+00,1.180300106632658697e+02
-9.476187279473415881e-01,-4.933050377560153521e+01
-5.951309532811703829e-01,-1.370176920135051546e+01
-6.698470701653224113e-01,-4.229987597116435438e+01
1.096307087283010961e+00,5.753114500822516675e+01
1.005328205641071060e+00,6.487174030946319192e+01
-2.728894597242578435e+00,-1.281382499823156991e+02
6.366121800838626665e-01,4.102621884448647194e+01
-8.191717906856101905e-01,-4.595752007143485685e+01
1.111900370021786877e+00,5.749831626578463073e+01
-6.876198592780423668e-01,-5.302846583082683196e+00
